invoice_id,date,time,city,product,category,quantity,unit_price,cogs,vat,total,payment_method,gender,customer_type
M-204479,18/01/26,10:20,Mixquiahuala de Juárez,Arroz,Abarrotes,3,32.94,98.82,15.81,114.63,Efectivo,Female,Member
M-204479,18/01/26,10:20,Mixquiahuala de Juárez,Arroz,Abarrotes,2,29.61,59.22,9.48,68.7,Efectivo,Female,Member
M-204479,18/01/26,10:20,Mixquiahuala de Juárez,Sabritas,Snacks,2,22.61,45.22,7.24,52.46,Efectivo,Female,Member
M-204479,18/01/26,10:20,Mixquiahuala de Juárez,Yogurt,Lácteos,3,18.44,55.32,8.85,64.17,Efectivo,Female,Member
M-204480,23/03/26,16:01,Mixquiahuala de Juárez,Pan dulce,Panadería,4,14.49,57.96,9.27,67.23,Tarjeta crédito,Male,Normal
M-204480,23/03/26,16:01,Mixquiahuala de Juárez,Cerveza,Bebidas,1,30.04,30.04,4.81,34.85,Tarjeta crédito,Male,Normal
M-204480,23/03/26,16:01,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,68.66,274.64,43.94,318.58,Tarjeta crédito,Male,Normal
M-204480,23/03/26,16:01,Mixquiahuala de Juárez,Galletas,Snacks,3,28.44,85.32,13.65,98.97,Tarjeta crédito,Male,Normal
M-204480,23/03/26,16:01,Mixquiahuala de Juárez,Arroz,Abarrotes,3,27.77,83.31,13.33,96.64,Tarjeta crédito,Male,Normal
M-204481,24/03/26,11:56,Mixquiahuala de Juárez,Refresco,Bebidas,3,18.68,56.04,8.97,65.01,Efectivo,Female,Member
M-204481,24/03/26,11:56,Mixquiahuala de Juárez,Galletas,Snacks,4,27.96,111.84,17.89,129.73,Efectivo,Female,Member
M-204481,24/03/26,11:56,Mixquiahuala de Juárez,Yogurt,Lácteos,4,16.21,64.84,10.37,75.21,Efectivo,Female,Member
M-204482,11/03/26,19:06,Mixquiahuala de Juárez,Queso,Lácteos,3,54.86,164.58,26.33,190.91,Tarjeta crédito,Male,Normal
M-204482,11/03/26,19:06,Mixquiahuala de Juárez,Detergente,Limpieza,2,84.64,169.28,27.08,196.36,Tarjeta crédito,Male,Normal
M-204482,11/03/26,19:06,Mixquiahuala de Juárez,Queso,Lácteos,1,52.1,52.1,8.34,60.44,Tarjeta crédito,Male,Normal
M-204482,11/03/26,19:06,Mixquiahuala de Juárez,Cerveza,Bebidas,3,30.12,90.36,14.46,104.82,Tarjeta crédito,Male,Normal
M-204482,11/03/26,19:06,Mixquiahuala de Juárez,Sabritas,Snacks,3,22.68,68.04,10.89,78.93,Tarjeta crédito,Male,Normal
M-204483,03/01/26,13:24,Mixquiahuala de Juárez,Detergente,Limpieza,2,74.75,149.5,23.92,173.42,Efectivo,Female,Member
M-204483,03/01/26,13:24,Mixquiahuala de Juárez,Detergente,Limpieza,3,78.65,235.95,37.75,273.7,Efectivo,Female,Member
M-204483,03/01/26,13:24,Mixquiahuala de Juárez,Sabritas,Snacks,3,23.64,70.92,11.35,82.27,Efectivo,Female,Member
M-204484,11/03/26,13:45,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,17.87,71.48,11.44,82.92,Tarjeta débito,Male,Normal
M-204484,11/03/26,13:45,Mixquiahuala de Juárez,Pan dulce,Panadería,3,14.06,42.18,6.75,48.93,Tarjeta débito,Male,Normal
M-204484,11/03/26,13:45,Mixquiahuala de Juárez,Galletas,Snacks,4,24.35,97.4,15.58,112.98,Tarjeta débito,Male,Normal
M-204484,11/03/26,13:45,Mixquiahuala de Juárez,Detergente,Limpieza,2,78.31,156.62,25.06,181.68,Tarjeta débito,Male,Normal
M-204484,11/03/26,13:45,Mixquiahuala de Juárez,Arroz,Abarrotes,2,27.23,54.46,8.71,63.17,Tarjeta débito,Male,Normal
M-204485,28/02/26,20:45,Mixquiahuala de Juárez,Yogurt,Lácteos,3,15.7,47.1,7.54,54.64,Tarjeta débito,Male,Member
M-204485,28/02/26,20:45,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,64.79,64.79,10.37,75.16,Tarjeta débito,Male,Member
M-204485,28/02/26,20:45,Mixquiahuala de Juárez,Queso,Lácteos,4,50.52,202.08,32.33,234.41,Tarjeta débito,Male,Member
M-204485,28/02/26,20:45,Mixquiahuala de Juárez,Queso,Lácteos,1,59.33,59.33,9.49,68.82,Tarjeta débito,Male,Member
M-204485,28/02/26,20:45,Mixquiahuala de Juárez,Leche,Lácteos,2,23,46,7.36,53.36,Tarjeta débito,Male,Member
M-204486,15/03/26,11:51,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,17.43,69.72,11.16,80.88,Efectivo,Male,Normal
M-204486,15/03/26,11:51,Mixquiahuala de Juárez,Arroz,Abarrotes,3,28.32,84.96,13.59,98.55,Efectivo,Male,Normal
M-204486,15/03/26,11:51,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.37,73.48,11.76,85.24,Efectivo,Male,Normal
M-204487,18/02/26,20:18,Mixquiahuala de Juárez,Sabritas,Snacks,3,20.52,61.56,9.85,71.41,Tarjeta crédito,Male,Normal
M-204487,18/02/26,20:18,Mixquiahuala de Juárez,Cerveza,Bebidas,2,30.78,61.56,9.85,71.41,Tarjeta crédito,Male,Normal
M-204487,18/02/26,20:18,Mixquiahuala de Juárez,Frijol,Abarrotes,3,30.8,92.4,14.78,107.18,Tarjeta crédito,Male,Normal
M-204487,18/02/26,20:18,Mixquiahuala de Juárez,Arroz,Abarrotes,4,27.9,111.6,17.86,129.46,Tarjeta crédito,Male,Normal
M-204488,22/02/26,18:49,Mixquiahuala de Juárez,Galletas,Snacks,2,25.17,50.34,8.05,58.39,Efectivo,Male,Member
M-204488,22/02/26,18:49,Mixquiahuala de Juárez,Detergente,Limpieza,4,83.73,334.92,53.59,388.51,Efectivo,Male,Member
M-204488,22/02/26,18:49,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.77,75.08,12.01,87.09,Efectivo,Male,Member
M-204488,22/02/26,18:49,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,19.56,19.56,3.13,22.69,Efectivo,Male,Member
M-204489,04/01/26,12:58,Mixquiahuala de Juárez,Refresco,Bebidas,2,21.51,43.02,6.88,49.9,Tarjeta débito,Female,Normal
M-204489,04/01/26,12:58,Mixquiahuala de Juárez,Cerveza,Bebidas,4,25.42,101.68,16.27,117.95,Tarjeta débito,Female,Normal
M-204489,04/01/26,12:58,Mixquiahuala de Juárez,Leche,Lácteos,3,21.53,64.59,10.33,74.92,Tarjeta débito,Female,Normal
M-204490,05/03/26,19:54,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,17.1,51.3,8.21,59.51,Efectivo,Female,Member
M-204490,05/03/26,19:54,Mixquiahuala de Juárez,Frijol,Abarrotes,4,29.95,119.8,19.17,138.97,Efectivo,Female,Member
M-204490,05/03/26,19:54,Mixquiahuala de Juárez,Pan dulce,Panadería,1,14.5,14.5,2.32,16.82,Efectivo,Female,Member
M-204491,09/02/26,10:06,Mixquiahuala de Juárez,Leche,Lácteos,2,19.85,39.7,6.35,46.05,Efectivo,Female,Member
M-204491,09/02/26,10:06,Mixquiahuala de Juárez,Frijol,Abarrotes,3,34.87,104.61,16.74,121.35,Efectivo,Female,Member
M-204491,09/02/26,10:06,Mixquiahuala de Juárez,Pan dulce,Panadería,1,16.33,16.33,2.61,18.94,Efectivo,Female,Member
M-204492,01/02/26,17:24,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,18.4,55.2,8.83,64.03,Efectivo,Male,Normal
M-204492,01/02/26,17:24,Mixquiahuala de Juárez,Leche,Lácteos,3,21.71,65.13,10.42,75.55,Efectivo,Male,Normal
M-204492,01/02/26,17:24,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.55,15.55,2.49,18.04,Efectivo,Male,Normal
M-204492,01/02/26,17:24,Mixquiahuala de Juárez,Frijol,Abarrotes,2,29.39,58.78,9.4,68.18,Efectivo,Male,Normal
M-204493,13/02/26,13:49,Mixquiahuala de Juárez,Detergente,Limpieza,2,79.67,159.34,25.49,184.83,Efectivo,Female,Normal
M-204493,13/02/26,13:49,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,69.3,138.6,22.18,160.78,Efectivo,Female,Normal
M-204493,13/02/26,13:49,Mixquiahuala de Juárez,Yogurt,Lácteos,2,18.17,36.34,5.81,42.15,Efectivo,Female,Normal
M-204494,23/02/26,17:18,Mixquiahuala de Juárez,Galletas,Snacks,4,25.52,102.08,16.33,118.41,Efectivo,Female,Member
M-204494,23/02/26,17:18,Mixquiahuala de Juárez,Arroz,Abarrotes,3,31.4,94.2,15.07,109.27,Efectivo,Female,Member
M-204494,23/02/26,17:18,Mixquiahuala de Juárez,Detergente,Limpieza,3,85.7,257.1,41.14,298.24,Efectivo,Female,Member
M-204495,07/01/26,19:16,Mixquiahuala de Juárez,Leche,Lácteos,2,23.06,46.12,7.38,53.5,Efectivo,Female,Member
M-204495,07/01/26,19:16,Mixquiahuala de Juárez,Refresco,Bebidas,3,21.8,65.4,10.46,75.86,Efectivo,Female,Member
M-204495,07/01/26,19:16,Mixquiahuala de Juárez,Arroz,Abarrotes,4,31.36,125.44,20.07,145.51,Efectivo,Female,Member
M-204496,25/01/26,9:58,Mixquiahuala de Juárez,Frijol,Abarrotes,3,33.3,99.9,15.98,115.88,Efectivo,Male,Member
M-204496,25/01/26,9:58,Mixquiahuala de Juárez,Frijol,Abarrotes,3,32.61,97.83,15.65,113.48,Efectivo,Male,Member
M-204496,25/01/26,9:58,Mixquiahuala de Juárez,Arroz,Abarrotes,2,30.04,60.08,9.61,69.69,Efectivo,Male,Member
M-204496,25/01/26,9:58,Mixquiahuala de Juárez,Leche,Lácteos,2,19.99,39.98,6.4,46.38,Efectivo,Male,Member
M-204496,25/01/26,9:58,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.89,18.89,3.02,21.91,Efectivo,Male,Member
M-204497,09/02/26,13:17,Mixquiahuala de Juárez,Galletas,Snacks,1,26.16,26.16,4.19,30.35,Tarjeta débito,Male,Member
M-204497,09/02/26,13:17,Mixquiahuala de Juárez,Arroz,Abarrotes,1,29.05,29.05,4.65,33.7,Tarjeta débito,Male,Member
M-204497,09/02/26,13:17,Mixquiahuala de Juárez,Yogurt,Lácteos,3,15.67,47.01,7.52,54.53,Tarjeta débito,Male,Member
M-204498,23/02/26,13:31,Mixquiahuala de Juárez,Sabritas,Snacks,3,22.34,67.02,10.72,77.74,Tarjeta débito,Male,Member
M-204498,23/02/26,13:31,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,16.79,16.79,2.69,19.48,Tarjeta débito,Male,Member
M-204498,23/02/26,13:31,Mixquiahuala de Juárez,Pan dulce,Panadería,2,15.87,31.74,5.08,36.82,Tarjeta débito,Male,Member
M-204499,11/02/26,15:45,Mixquiahuala de Juárez,Frijol,Abarrotes,4,30.23,120.92,19.35,140.27,Efectivo,Male,Member
M-204499,11/02/26,15:45,Mixquiahuala de Juárez,Queso,Lácteos,4,55.34,221.36,35.42,256.78,Efectivo,Male,Member
M-204499,11/02/26,15:45,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,65.12,130.24,20.84,151.08,Efectivo,Male,Member
M-204499,11/02/26,15:45,Mixquiahuala de Juárez,Frijol,Abarrotes,3,29.21,87.63,14.02,101.65,Efectivo,Male,Member
M-204500,14/02/26,14:40,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,16.79,16.79,2.69,19.48,Efectivo,Female,Member
M-204500,14/02/26,14:40,Mixquiahuala de Juárez,Galletas,Snacks,4,25.81,103.24,16.52,119.76,Efectivo,Female,Member
M-204500,14/02/26,14:40,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,16.61,49.83,7.97,57.8,Efectivo,Female,Member
M-204501,24/02/26,19:50,Mixquiahuala de Juárez,Detergente,Limpieza,3,87.04,261.12,41.78,302.9,Tarjeta débito,Male,Normal
M-204501,24/02/26,19:50,Mixquiahuala de Juárez,Leche,Lácteos,4,21.64,86.56,13.85,100.41,Tarjeta débito,Male,Normal
M-204501,24/02/26,19:50,Mixquiahuala de Juárez,Arroz,Abarrotes,1,29.63,29.63,4.74,34.37,Tarjeta débito,Male,Normal
M-204501,24/02/26,19:50,Mixquiahuala de Juárez,Refresco,Bebidas,1,20.48,20.48,3.28,23.76,Tarjeta débito,Male,Normal
M-204502,22/03/26,12:55,Mixquiahuala de Juárez,Arroz,Abarrotes,3,30.6,91.8,14.69,106.49,Tarjeta crédito,Male,Normal
M-204502,22/03/26,12:55,Mixquiahuala de Juárez,Pan dulce,Panadería,2,16.39,32.78,5.24,38.02,Tarjeta crédito,Male,Normal
M-204502,22/03/26,12:55,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,59.09,236.36,37.82,274.18,Tarjeta crédito,Male,Normal
M-204503,10/02/26,14:24,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,69.11,207.33,33.17,240.5,Tarjeta crédito,Male,Member
M-204503,10/02/26,14:24,Mixquiahuala de Juárez,Yogurt,Lácteos,2,17.74,35.48,5.68,41.16,Tarjeta crédito,Male,Member
M-204503,10/02/26,14:24,Mixquiahuala de Juárez,Pan dulce,Panadería,3,14.8,44.4,7.1,51.5,Tarjeta crédito,Male,Member
M-204503,10/02/26,14:24,Mixquiahuala de Juárez,Refresco,Bebidas,2,18.45,36.9,5.9,42.8,Tarjeta crédito,Male,Member
M-204503,10/02/26,14:24,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,63.3,253.2,40.51,293.71,Tarjeta crédito,Male,Member
M-204504,02/01/26,12:20,Mixquiahuala de Juárez,Leche,Lácteos,3,23.75,71.25,11.4,82.65,Tarjeta crédito,Female,Member
M-204504,02/01/26,12:20,Mixquiahuala de Juárez,Leche,Lácteos,3,21.79,65.37,10.46,75.83,Tarjeta crédito,Female,Member
M-204504,02/01/26,12:20,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,16.66,49.98,8,57.98,Tarjeta crédito,Female,Member
M-204504,02/01/26,12:20,Mixquiahuala de Juárez,Refresco,Bebidas,1,18.95,18.95,3.03,21.98,Tarjeta crédito,Female,Member
M-204505,11/02/26,14:14,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,64.67,194.01,31.04,225.05,Tarjeta débito,Female,Member
M-204505,11/02/26,14:14,Mixquiahuala de Juárez,Cerveza,Bebidas,1,25.74,25.74,4.12,29.86,Tarjeta débito,Female,Member
M-204505,11/02/26,14:14,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.65,74.6,11.94,86.54,Tarjeta débito,Female,Member
M-204505,11/02/26,14:14,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,70.81,70.81,11.33,82.14,Tarjeta débito,Female,Member
M-204505,11/02/26,14:14,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.68,15.68,2.51,18.19,Tarjeta débito,Female,Member
M-204506,04/03/26,11:35,Mixquiahuala de Juárez,Yogurt,Lácteos,1,17.72,17.72,2.84,20.56,Efectivo,Male,Normal
M-204506,04/03/26,11:35,Mixquiahuala de Juárez,Galletas,Snacks,3,26.76,80.28,12.84,93.12,Efectivo,Male,Normal
M-204506,04/03/26,11:35,Mixquiahuala de Juárez,Pan dulce,Panadería,2,14.79,29.58,4.73,34.31,Efectivo,Male,Normal
M-204506,04/03/26,11:35,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,19.03,19.03,3.04,22.07,Efectivo,Male,Normal
M-204507,11/03/26,13:18,Mixquiahuala de Juárez,Yogurt,Lácteos,3,18.4,55.2,8.83,64.03,Efectivo,Male,Normal
M-204507,11/03/26,13:18,Mixquiahuala de Juárez,Refresco,Bebidas,1,20.39,20.39,3.26,23.65,Efectivo,Male,Normal
M-204507,11/03/26,13:18,Mixquiahuala de Juárez,Leche,Lácteos,4,22.88,91.52,14.64,106.16,Efectivo,Male,Normal
M-204507,11/03/26,13:18,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.11,18.11,2.9,21.01,Efectivo,Male,Normal
M-204508,08/03/26,12:25,Mixquiahuala de Juárez,Refresco,Bebidas,3,20.35,61.05,9.77,70.82,Efectivo,Female,Member
M-204508,08/03/26,12:25,Mixquiahuala de Juárez,Pan dulce,Panadería,3,14.25,42.75,6.84,49.59,Efectivo,Female,Member
M-204508,08/03/26,12:25,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,60.31,60.31,9.65,69.96,Efectivo,Female,Member
M-204508,08/03/26,12:25,Mixquiahuala de Juárez,Cerveza,Bebidas,1,28.48,28.48,4.56,33.04,Efectivo,Female,Member
M-204508,08/03/26,12:25,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.66,15.66,2.51,18.17,Efectivo,Female,Member
M-204509,11/02/26,11:21,Mixquiahuala de Juárez,Sabritas,Snacks,2,22.75,45.5,7.28,52.78,Efectivo,Female,Member
M-204509,11/02/26,11:21,Mixquiahuala de Juárez,Arroz,Abarrotes,1,31.92,31.92,5.11,37.03,Efectivo,Female,Member
M-204509,11/02/26,11:21,Mixquiahuala de Juárez,Sabritas,Snacks,2,23.8,47.6,7.62,55.22,Efectivo,Female,Member
M-204510,17/02/26,18:01,Mixquiahuala de Juárez,Detergente,Limpieza,1,81.13,81.13,12.98,94.11,Tarjeta crédito,Female,Member
M-204510,17/02/26,18:01,Mixquiahuala de Juárez,Yogurt,Lácteos,4,16.39,65.56,10.49,76.05,Tarjeta crédito,Female,Member
M-204510,17/02/26,18:01,Mixquiahuala de Juárez,Arroz,Abarrotes,1,29.31,29.31,4.69,34,Tarjeta crédito,Female,Member
M-204510,17/02/26,18:01,Mixquiahuala de Juárez,Refresco,Bebidas,4,18.01,72.04,11.53,83.57,Tarjeta crédito,Female,Member
M-204511,20/03/26,14:31,Mixquiahuala de Juárez,Sabritas,Snacks,1,21.44,21.44,3.43,24.87,Tarjeta crédito,Male,Member
M-204511,20/03/26,14:31,Mixquiahuala de Juárez,Detergente,Limpieza,4,83.14,332.56,53.21,385.77,Tarjeta crédito,Male,Member
M-204511,20/03/26,14:31,Mixquiahuala de Juárez,Refresco,Bebidas,4,19.55,78.2,12.51,90.71,Tarjeta crédito,Male,Member
M-204511,20/03/26,14:31,Mixquiahuala de Juárez,Leche,Lácteos,1,24.17,24.17,3.87,28.04,Tarjeta crédito,Male,Member
M-204511,20/03/26,14:31,Mixquiahuala de Juárez,Pan dulce,Panadería,4,13.96,55.84,8.93,64.77,Tarjeta crédito,Male,Member
M-204512,08/02/26,17:55,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,66.17,132.34,21.17,153.51,Tarjeta débito,Female,Member
M-204512,08/02/26,17:55,Mixquiahuala de Juárez,Leche,Lácteos,1,19.92,19.92,3.19,23.11,Tarjeta débito,Female,Member
M-204512,08/02/26,17:55,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.21,21.21,3.39,24.6,Tarjeta débito,Female,Member
M-204512,08/02/26,17:55,Mixquiahuala de Juárez,Pan dulce,Panadería,3,15.54,46.62,7.46,54.08,Tarjeta débito,Female,Member
M-204512,08/02/26,17:55,Mixquiahuala de Juárez,Leche,Lácteos,3,21.05,63.15,10.1,73.25,Tarjeta débito,Female,Member
M-204513,20/02/26,9:09,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.82,21.82,3.49,25.31,Efectivo,Female,Normal
M-204513,20/02/26,9:09,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.66,21.66,3.47,25.13,Efectivo,Female,Normal
M-204513,20/02/26,9:09,Mixquiahuala de Juárez,Pan dulce,Panadería,2,15.83,31.66,5.07,36.73,Efectivo,Female,Normal
M-204514,21/02/26,16:02,Mixquiahuala de Juárez,Refresco,Bebidas,3,19.9,59.7,9.55,69.25,Efectivo,Female,Normal
M-204514,21/02/26,16:02,Mixquiahuala de Juárez,Sabritas,Snacks,4,21.74,86.96,13.91,100.87,Efectivo,Female,Normal
M-204514,21/02/26,16:02,Mixquiahuala de Juárez,Leche,Lácteos,3,24.12,72.36,11.58,83.94,Efectivo,Female,Normal
M-204514,21/02/26,16:02,Mixquiahuala de Juárez,Leche,Lácteos,4,22.55,90.2,14.43,104.63,Efectivo,Female,Normal
M-204515,05/01/26,14:00,Mixquiahuala de Juárez,Frijol,Abarrotes,4,32.02,128.08,20.49,148.57,Tarjeta débito,Male,Normal
M-204515,05/01/26,14:00,Mixquiahuala de Juárez,Sabritas,Snacks,2,21.44,42.88,6.86,49.74,Tarjeta débito,Male,Normal
M-204515,05/01/26,14:00,Mixquiahuala de Juárez,Detergente,Limpieza,2,85.72,171.44,27.43,198.87,Tarjeta débito,Male,Normal
M-204516,03/01/26,13:30,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,16.46,32.92,5.27,38.19,Tarjeta débito,Male,Member
M-204516,03/01/26,13:30,Mixquiahuala de Juárez,Queso,Lácteos,1,53.91,53.91,8.63,62.54,Tarjeta débito,Male,Member
M-204516,03/01/26,13:30,Mixquiahuala de Juárez,Arroz,Abarrotes,2,32.54,65.08,10.41,75.49,Tarjeta débito,Male,Member
M-204517,11/01/26,18:33,Mixquiahuala de Juárez,Yogurt,Lácteos,4,18.51,74.04,11.85,85.89,Tarjeta débito,Female,Normal
M-204517,11/01/26,18:33,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,68.83,137.66,22.03,159.69,Tarjeta débito,Female,Normal
M-204517,11/01/26,18:33,Mixquiahuala de Juárez,Pan dulce,Panadería,2,14.66,29.32,4.69,34.01,Tarjeta débito,Female,Normal
M-204518,24/03/26,16:16,Mixquiahuala de Juárez,Sabritas,Snacks,4,20.51,82.04,13.13,95.17,Tarjeta débito,Male,Normal
M-204518,24/03/26,16:16,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.36,73.44,11.75,85.19,Tarjeta débito,Male,Normal
M-204518,24/03/26,16:16,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,69.47,69.47,11.12,80.59,Tarjeta débito,Male,Normal
M-204518,24/03/26,16:16,Mixquiahuala de Juárez,Leche,Lácteos,1,21.81,21.81,3.49,25.3,Tarjeta débito,Male,Normal
M-204519,06/02/26,19:17,Mixquiahuala de Juárez,Refresco,Bebidas,3,21.06,63.18,10.11,73.29,Efectivo,Female,Normal
M-204519,06/02/26,19:17,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,67.9,203.7,32.59,236.29,Efectivo,Female,Normal
M-204519,06/02/26,19:17,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,70.59,282.36,45.18,327.54,Efectivo,Female,Normal
M-204519,06/02/26,19:17,Mixquiahuala de Juárez,Galletas,Snacks,3,26.1,78.3,12.53,90.83,Efectivo,Female,Normal
M-204520,16/02/26,15:27,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,63.64,63.64,10.18,73.82,Tarjeta débito,Female,Normal
M-204520,16/02/26,15:27,Mixquiahuala de Juárez,Refresco,Bebidas,4,21.31,85.24,13.64,98.88,Tarjeta débito,Female,Normal
M-204520,16/02/26,15:27,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,67.74,203.22,32.52,235.74,Tarjeta débito,Female,Normal
M-204520,16/02/26,15:27,Mixquiahuala de Juárez,Yogurt,Lácteos,1,16.99,16.99,2.72,19.71,Tarjeta débito,Female,Normal
M-204520,16/02/26,15:27,Mixquiahuala de Juárez,Detergente,Limpieza,2,80.26,160.52,25.68,186.2,Tarjeta débito,Female,Normal
M-204521,01/01/26,20:33,Mixquiahuala de Juárez,Detergente,Limpieza,4,79.92,319.68,51.15,370.83,Tarjeta débito,Female,Member
M-204521,01/01/26,20:33,Mixquiahuala de Juárez,Queso,Lácteos,1,51.56,51.56,8.25,59.81,Tarjeta débito,Female,Member
M-204521,01/01/26,20:33,Mixquiahuala de Juárez,Galletas,Snacks,2,26.29,52.58,8.41,60.99,Tarjeta débito,Female,Member
M-204521,01/01/26,20:33,Mixquiahuala de Juárez,Frijol,Abarrotes,4,31.41,125.64,20.1,145.74,Tarjeta débito,Female,Member
M-204521,01/01/26,20:33,Mixquiahuala de Juárez,Arroz,Abarrotes,2,31.15,62.3,9.97,72.27,Tarjeta débito,Female,Member
M-204522,08/02/26,14:37,Mixquiahuala de Juárez,Sabritas,Snacks,4,23.89,95.56,15.29,110.85,Efectivo,Female,Normal
M-204522,08/02/26,14:37,Mixquiahuala de Juárez,Refresco,Bebidas,2,21.69,43.38,6.94,50.32,Efectivo,Female,Normal
M-204522,08/02/26,14:37,Mixquiahuala de Juárez,Pan dulce,Panadería,3,15.99,47.97,7.68,55.65,Efectivo,Female,Normal
M-204522,08/02/26,14:37,Mixquiahuala de Juárez,Detergente,Limpieza,1,82.89,82.89,13.26,96.15,Efectivo,Female,Normal
M-204522,08/02/26,14:37,Mixquiahuala de Juárez,Pan dulce,Panadería,2,15.91,31.82,5.09,36.91,Efectivo,Female,Normal
M-204523,23/02/26,9:06,Mixquiahuala de Juárez,Yogurt,Lácteos,1,17.59,17.59,2.81,20.4,Efectivo,Male,Normal
M-204523,23/02/26,9:06,Mixquiahuala de Juárez,Cerveza,Bebidas,2,30.41,60.82,9.73,70.55,Efectivo,Male,Normal
M-204523,23/02/26,9:06,Mixquiahuala de Juárez,Arroz,Abarrotes,2,29.13,58.26,9.32,67.58,Efectivo,Male,Normal
M-204524,31/01/26,17:19,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.3,15.3,2.45,17.75,Efectivo,Male,Member
M-204524,31/01/26,17:19,Mixquiahuala de Juárez,Queso,Lácteos,3,57.99,173.97,27.84,201.81,Efectivo,Male,Member
M-204524,31/01/26,17:19,Mixquiahuala de Juárez,Galletas,Snacks,3,25.16,75.48,12.08,87.56,Efectivo,Male,Member
M-204524,31/01/26,17:19,Mixquiahuala de Juárez,Pan dulce,Panadería,1,14.92,14.92,2.39,17.31,Efectivo,Male,Member
M-204524,31/01/26,17:19,Mixquiahuala de Juárez,Refresco,Bebidas,1,19.49,19.49,3.12,22.61,Efectivo,Male,Member
M-204525,06/03/26,20:10,Mixquiahuala de Juárez,Leche,Lácteos,2,22.92,45.84,7.33,53.17,Tarjeta débito,Female,Member
M-204525,06/03/26,20:10,Mixquiahuala de Juárez,Leche,Lácteos,1,21.48,21.48,3.44,24.92,Tarjeta débito,Female,Member
M-204525,06/03/26,20:10,Mixquiahuala de Juárez,Arroz,Abarrotes,2,28.27,56.54,9.05,65.59,Tarjeta débito,Female,Member
M-204525,06/03/26,20:10,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.47,18.47,2.96,21.43,Tarjeta débito,Female,Member
M-204525,06/03/26,20:10,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,16.99,67.96,10.87,78.83,Tarjeta débito,Female,Member
M-204526,26/02/26,20:37,Mixquiahuala de Juárez,Pan dulce,Panadería,2,14.9,29.8,4.77,34.57,Efectivo,Male,Normal
M-204526,26/02/26,20:37,Mixquiahuala de Juárez,Arroz,Abarrotes,4,28.88,115.52,18.48,134,Efectivo,Male,Normal
M-204526,26/02/26,20:37,Mixquiahuala de Juárez,Sabritas,Snacks,4,23.23,92.92,14.87,107.79,Efectivo,Male,Normal
M-204526,26/02/26,20:37,Mixquiahuala de Juárez,Arroz,Abarrotes,3,29.29,87.87,14.06,101.93,Efectivo,Male,Normal
M-204527,12/03/26,18:18,Mixquiahuala de Juárez,Pan dulce,Panadería,2,14.79,29.58,4.73,34.31,Tarjeta crédito,Male,Normal
M-204527,12/03/26,18:18,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,59.74,119.48,19.12,138.6,Tarjeta crédito,Male,Normal
M-204527,12/03/26,18:18,Mixquiahuala de Juárez,Refresco,Bebidas,2,19.7,39.4,6.3,45.7,Tarjeta crédito,Male,Normal
